Data from FLMT000111__5__14-05-32-198.txt Node

Date: Thu Oct 26 14:05:32 EDT 2023
User: Student
Spectrometer: FLMT00011
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
171.25	-203.23
171.475	-203.23
171.699	-203.23
171.923	-170.87
172.147	28.19
172.371	60.96
172.595	28.19
172.819	17.95
173.043	-30.79
173.267	-4.98
173.491	28.19
173.715	38.02
173.939	-4.98
174.163	-6.21
174.387	-38.57
174.611	-59.46
174.835	-28.33
175.059	25.74
175.283	33.93
175.507	0.75
175.73	60.96
175.954	48.67
176.178	-41.85
176.402	-9.9
176.626	40.48
176.85	-30.79
177.073	-48.4
177.297	50.31
177.521	32.7
177.745	55.23
177.969	44.17
178.192	60.14
178.416	21.64
178.64	-19.73
178.863	49.9
179.087	17.95
179.311	68.33
179.534	33.11
179.758	-4.98
179.982	119.12
180.205	43.35
180.429	30.65
180.653	-13.99
180.876	47.44
181.1	17.95
181.323	8.53
181.547	74.48
181.77	39.66
181.994	86.77
182.217	63.01
182.441	66.7
182.664	45.4
182.888	85.54
183.111	75.71
183.335	6.49
183.558	34.34
183.782	61.78
184.005	57.68
184.228	6.89
184.452	67.51
184.675	-23.82
184.899	40.07
185.122	47.85
185.345	16.73
185.569	-35.7
185.792	51.54
186.015	-6.21
186.238	27.37
186.462	72.84
186.685	139.6
186.908	54.41
187.131	49.9
187.355	25.33
187.578	-0.48
187.801	60.14
188.024	40.07
188.247	40.48
188.471	39.66
188.694	60.55
188.917	47.04
189.14	33.11
189.363	117.89
189.586	13.45
189.809	107.65
190.032	59.73
190.255	48.67
190.478	-2.12
190.701	15.91
190.924	50.72
191.147	8.94
191.37	16.32
191.593	131.82
191.816	53.18
192.039	81.85
192.262	101.1
192.485	10.58
192.708	59.32
192.931	72.84
193.154	80.21
193.377	36.8
193.6	51.54
193.822	-9.9
194.045	16.32
194.268	59.73
194.491	93.32
194.714	73.66
194.936	47.44
195.159	-5.8
195.382	67.92
195.605	-0.48
195.827	69.97
196.05	79.8
196.273	31.47
196.495	22.87
196.718	63.01
196.941	30.24
197.163	49.49
197.386	67.11
197.609	-30.79
197.831	19.18
